,resort,precipitation,temp_max,temp_min,wind
1194,resort #1195,0.0,17.2,6.1,2.3
1195,resort #1196,10.9,13.9,7.8,4.6
1196,resort #1197,0.0,11.7,5.6,6.5
1197,resort #1198,0.0,13.3,5.6,3.6
1198,resort #1199,14.0,11.7,3.9,3.6
1199,resort #1200,3.3,11.7,2.8,3.3
1200,resort #1201,0.0,13.9,3.3,2.4
1201,resort #1202,0.0,17.8,3.9,3.1
1202,resort #1203,0.0,18.9,6.1,3.6
1203,resort #1204,0.0,18.9,8.3,3.9
1204,resort #1205,0.0,21.1,8.3,3.6
1205,resort #1206,0.0,22.8,7.8,2.6
1206,resort #1207,5.6,17.2,6.7,3.4
1207,resort #1208,0.0,15.6,5.0,2.3
1208,resort #1209,3.0,12.2,6.7,4.1
1209,resort #1210,3.3,12.2,6.1,5.0
1210,resort #1211,1.3,13.3,5.6,3.0
1211,resort #1212,0.0,15.6,4.4,2.7
1212,resort #1213,0.3,25.0,10.6,2.3
1213,resort #1214,1.8,15.6,8.9,4.3
1214,resort #1215,0.0,16.1,7.2,4.7
1215,resort #1216,0.0,17.2,7.8,2.1
1216,resort #1217,0.0,18.3,8.9,3.7
1217,resort #1218,0.0,18.3,7.8,3.7
1218,resort #1219,0.0,20.6,7.8,2.6
1219,resort #1220,0.0,17.2,7.2,5.2
1220,resort #1221,6.1,14.4,7.2,5.1
1221,resort #1222,0.0,16.7,7.2,2.6
1222,resort #1223,0.0,20.6,6.1,3.0
1223,resort #1224,0.0,23.9,8.3,3.0
1224,resort #1225,0.0,26.7,9.4,2.6
1225,resort #1226,0.0,19.4,11.1,2.8
1226,resort #1227,0.0,13.9,10.0,2.5
1227,resort #1228,4.3,15.6,10.6,3.3
1228,resort #1229,4.1,12.2,10.0,2.8
1229,resort #1230,0.3,17.8,9.4,2.0
1230,resort #1231,0.0,20.0,9.4,2.8
1231,resort #1232,0.0,15.6,11.1,3.0
1232,resort #1233,0.0,19.4,10.6,2.1
1233,resort #1234,0.0,25.6,12.2,3.0
1234,resort #1235,0.0,21.7,11.7,2.6
1235,resort #1236,0.0,23.3,10.6,1.8
1236,resort #1237,0.0,25.6,11.7,2.1
1237,resort #1238,0.0,16.7,11.7,3.7
1238,resort #1239,0.0,16.1,11.7,2.6
1239,resort #1240,0.0,17.8,11.1,2.7
1240,resort #1241,0.0,15.6,11.1,2.7
1241,resort #1242,0.0,21.7,11.7,2.1
1242,resort #1243,0.0,24.4,11.7,1.8
1243,resort #1244,0.0,27.8,12.2,2.1
1244,resort #1245,0.0,26.1,12.8,2.5
1245,resort #1246,0.0,22.8,10.0,2.5
1246,resort #1247,0.0,25.0,11.7,2.2
1247,resort #1248,4.6,16.1,11.7,3.4
1248,resort #1249,0.5,17.8,12.8,5.0
1249,resort #1250,0.0,20.0,11.7,3.0
1250,resort #1251,0.0,22.8,11.7,3.9
1251,resort #1252,0.0,26.7,12.8,4.3
1252,resort #1253,0.0,29.4,13.3,2.6
1253,resort #1254,0.0,31.1,15.6,3.2
1254,resort #1255,0.0,30.6,14.4,3.5
1255,resort #1256,0.0,28.9,14.4,2.7
1256,resort #1257,0.0,25.6,11.1,3.0
1257,resort #1258,0.0,24.4,11.1,3.5
1258,resort #1259,0.0,20.0,11.7,2.3
1259,resort #1260,0.0,23.9,9.4,2.6
1260,resort #1261,0.0,27.8,11.7,3.7
1261,resort #1262,0.0,30.0,16.1,3.5
1262,resort #1263,0.0,22.8,11.1,3.0
1263,resort #1264,0.0,25.0,11.1,3.1
1264,resort #1265,0.0,24.4,13.9,3.0
1265,resort #1266,0.5,23.9,13.3,3.2
1266,resort #1267,0.0,25.0,12.8,4.3
1267,resort #1268,0.0,25.6,13.9,3.4
1268,resort #1269,0.0,25.0,12.8,2.4
1269,resort #1270,0.0,26.1,11.7,2.4
1270,resort #1271,0.0,25.6,16.1,2.6
1271,resort #1272,0.0,30.6,15.6,3.0
1272,resort #1273,0.0,31.7,17.8,4.7
1273,resort #1274,0.0,33.3,17.2,3.9
1274,resort #1275,0.3,28.3,18.3,2.1
1275,resort #1276,0.0,28.9,17.2,2.7
1276,resort #1277,0.0,30.6,15.0,3.4
1277,resort #1278,0.0,32.2,17.2,4.3
1278,resort #1279,0.0,33.9,17.8,3.4
1279,resort #1280,0.0,33.3,17.8,2.6
1280,resort #1281,0.0,33.3,15.0,2.9
1281,resort #1282,0.0,32.8,16.7,2.1
1282,resort #1283,0.0,29.4,15.6,3.2
1283,resort #1284,0.0,27.2,13.9,2.4
1284,resort #1285,0.0,30.0,14.4,1.9
1285,resort #1286,0.0,28.9,14.4,3.4
1286,resort #1287,0.0,21.1,16.7,3.7
1287,resort #1288,0.0,22.2,16.7,3.0
1288,resort #1289,0.0,26.1,16.7,2.2
1289,resort #1290,0.0,25.6,16.1,3.1
1290,resort #1291,0.0,27.8,16.1,3.3
1291,resort #1292,0.0,26.1,14.4,3.2
1292,resort #1293,0.0,26.1,15.0,2.8
1293,resort #1294,0.0,27.8,13.9,3.3
1294,resort #1295,0.0,33.3,17.8,3.4
1295,resort #1296,0.0,35.0,17.2,3.3
1296,resort #1297,0.0,26.7,16.7,3.9
1297,resort #1298,0.0,23.9,15.0,2.4
1298,resort #1299,0.0,23.9,13.9,2.8
1299,resort #1300,0.0,26.1,14.4,1.9
1300,resort #1301,0.3,22.8,13.3,3.8
1301,resort #1302,0.0,21.1,14.4,2.4
1302,resort #1303,2.0,22.2,13.9,2.6
1303,resort #1304,0.0,23.3,12.2,1.9
1304,resort #1305,0.0,27.8,13.9,3.4
1305,resort #1306,0.0,32.2,14.4,3.8
1306,resort #1307,0.0,34.4,17.2,3.5
1307,resort #1308,0.0,34.4,17.8,2.6
1308,resort #1309,0.0,33.3,15.6,3.1
1309,resort #1310,0.0,30.6,16.1,2.0
1310,resort #1311,0.0,28.3,17.2,2.3
1311,resort #1312,0.0,26.1,14.4,2.6
1312,resort #1313,0.0,23.3,12.2,3.5
1313,resort #1314,0.0,25.0,15.0,2.9
1314,resort #1315,0.0,28.3,15.6,3.7
1315,resort #1316,0.0,25.0,15.6,3.6
1316,resort #1317,0.0,28.3,15.0,2.2
1317,resort #1318,0.0,28.9,16.1,2.4
1318,resort #1319,0.0,30.0,16.7,4.4
1319,resort #1320,7.6,28.3,16.7,2.7
1320,resort #1321,0.0,28.3,15.6,2.2
1321,resort #1322,30.5,18.3,15.0,5.2
1322,resort #1323,0.0,21.7,13.9,3.7
1323,resort #1324,0.0,25.0,14.4,3.7
1324,resort #1325,0.0,27.2,13.9,3.0
1325,resort #1326,0.0,30.0,15.0,3.0
1326,resort #1327,0.0,31.7,16.1,2.1
1327,resort #1328,2.0,22.8,14.4,4.2
1328,resort #1329,0.0,22.2,14.4,2.6
1329,resort #1330,0.0,26.7,12.2,2.5
1330,resort #1331,0.0,27.8,13.9,1.8
1331,resort #1332,0.0,23.9,12.2,2.3
1332,resort #1333,0.0,25.6,12.2,3.4
1333,resort #1334,0.0,28.3,13.9,1.7
1334,resort #1335,0.0,29.4,14.4,2.1
1335,resort #1336,0.5,23.3,15.6,2.6
1336,resort #1337,32.5,22.2,13.3,5.8
1337,resort #1338,10.2,20.0,12.8,4.7
1338,resort #1339,0.0,18.9,16.1,5.8
1339,resort #1340,5.8,19.4,13.9,5.0
1340,resort #1341,0.0,19.4,11.1,3.8
1341,resort #1342,0.0,18.3,10.6,2.9
1342,resort #1343,0.0,18.3,10.0,2.9
1343,resort #1344,0.3,20.6,8.9,3.5
1344,resort #1345,5.3,16.1,11.7,2.4
1345,resort #1346,0.3,21.1,13.3,1.5
1346,resort #1347,0.0,22.8,13.3,2.4
1347,resort #1348,0.0,24.4,13.9,3.3
1348,resort #1349,0.0,25.0,14.4,3.6
1349,resort #1350,0.0,27.2,15.0,3.1
1350,resort #1351,0.0,26.7,14.4,2.1
1351,resort #1352,0.5,20.6,12.8,3.0
1352,resort #1353,0.0,16.7,10.6,3.4
1353,resort #1354,0.0,17.8,10.0,2.8
1354,resort #1355,1.0,20.0,10.0,1.9
1355,resort #1356,1.8,18.3,12.8,3.8
1356,resort #1357,0.0,19.4,12.8,2.6
1357,resort #1358,0.0,21.1,14.4,4.3
1358,resort #1359,4.1,22.8,12.2,6.8
1359,resort #1360,0.0,18.3,9.4,2.7
1360,resort #1361,0.0,18.9,7.8,2.0
1361,resort #1362,0.0,20.6,8.3,1.8
1362,resort #1363,0.0,22.2,11.1,2.5
1363,resort #1364,2.0,15.6,12.8,2.6
1364,resort #1365,0.0,18.3,10.0,2.7
1365,resort #1366,0.0,17.8,7.2,3.8
1366,resort #1367,0.0,21.1,9.4,5.1
1367,resort #1368,0.0,21.7,8.9,1.9
1368,resort #1369,0.0,18.3,10.0,1.3
1369,resort #1370,0.0,21.1,9.4,1.3
1370,resort #1371,0.0,15.6,10.0,2.9
1371,resort #1372,0.0,19.4,11.1,4.8
1372,resort #1373,0.0,22.8,10.0,3.7
1373,resort #1374,0.0,23.3,9.4,1.6
1374,resort #1375,0.0,18.3,10.0,2.6
1375,resort #1376,9.9,16.1,13.9,2.2
1376,resort #1377,0.0,18.9,13.3,1.1
1377,resort #1378,0.3,19.4,12.2,2.6
1378,resort #1379,28.7,21.1,13.3,4.7
1379,resort #1380,0.0,17.8,10.6,2.6
1380,resort #1381,4.6,18.3,10.6,2.8
1381,resort #1382,1.3,16.7,9.4,3.2
1382,resort #1383,0.0,15.0,10.0,5.0
1383,resort #1384,0.0,21.1,9.4,3.4
1384,resort #1385,0.0,20.0,8.9,1.3
1385,resort #1386,0.3,19.4,11.7,1.3
1386,resort #1387,3.8,15.0,12.8,2.0
1387,resort #1388,0.3,17.2,12.2,2.6
1388,resort #1389,0.0,17.8,10.6,1.8
1389,resort #1390,0.0,16.1,8.3,1.3
1390,resort #1391,0.0,16.1,8.9,2.7
1391,resort #1392,0.0,12.8,7.2,2.6
1392,resort #1393,0.0,15.0,8.9,2.9
1393,resort #1394,8.9,19.4,8.9,3.4
1394,resort #1395,6.9,12.2,10.0,4.6
1395,resort #1396,0.0,16.1,7.8,1.7
1396,resort #1397,3.3,13.9,11.1,2.8
1397,resort #1398,1.8,15.0,12.2,4.7
1398,resort #1399,19.3,17.2,11.7,6.7
1399,resort #1400,33.0,15.6,11.7,7.2
1400,resort #1401,26.2,12.2,8.9,6.0
1401,resort #1402,0.3,11.1,7.2,2.8
1402,resort #1403,0.8,10.6,5.0,1.4
1403,resort #1404,0.0,10.0,3.3,2.2
1404,resort #1405,1.3,11.7,7.8,2.3
1405,resort #1406,0.0,15.6,8.3,2.7
1406,resort #1407,12.7,12.2,9.4,3.0
1407,resort #1408,6.6,11.1,7.8,1.8
1408,resort #1409,3.3,10.0,5.0,1.3
1409,resort #1410,1.3,11.1,3.9,3.9
1410,resort #1411,1.5,11.1,6.1,4.6
1411,resort #1412,9.9,11.1,5.0,5.1
1412,resort #1413,33.5,13.3,9.4,6.5
1413,resort #1414,47.2,9.4,6.1,4.5
1414,resort #1415,22.4,8.9,2.2,4.1
1415,resort #1416,2.0,8.9,1.7,4.0
1416,resort #1417,29.5,13.3,6.7,8.0
1417,resort #1418,1.5,8.9,3.3,3.8
1418,resort #1419,2.0,8.9,2.8,4.2
1419,resort #1420,0.0,8.3,0.6,4.0
1420,resort #1421,0.0,8.9,0.6,4.7
1421,resort #1422,0.0,10.0,1.7,3.1
1422,resort #1423,3.0,6.7,0.0,1.3
1423,resort #1424,7.1,6.7,2.8,4.5
1424,resort #1425,0.0,7.2,0.0,5.7
1425,resort #1426,0.0,9.4,-1.0,4.3
1426,resort #1427,0.0,9.4,-1.6,3.0
1427,resort #1428,0.0,7.2,-2.7,1.0
1428,resort #1429,0.0,1.7,-2.1,0.9
1429,resort #1430,0.5,5.6,-3.8,1.7
1430,resort #1431,12.2,10.0,3.9,3.5
1431,resort #1432,2.5,10.6,4.4,5.0
1432,resort #1433,12.7,15.6,7.8,5.9
1433,resort #1434,2.0,10.6,6.1,4.7
1434,resort #1435,15.7,10.0,6.1,4.0
1435,resort #1436,11.2,12.8,7.2,5.9
1436,resort #1437,27.4,11.1,8.3,3.4
1437,resort #1438,54.1,15.6,10.0,6.2
1438,resort #1439,13.5,12.2,7.8,6.3
1439,resort #1440,9.4,11.7,6.1,7.5
1440,resort #1441,0.3,9.4,4.4,2.8
1441,resort #1442,16.0,8.9,5.6,5.6
1442,resort #1443,1.3,7.8,6.1,6.1
1443,resort #1444,0.0,7.8,1.7,1.7
1444,resort #1445,1.5,6.7,1.1,2.9
1445,resort #1446,3.6,6.1,2.8,2.3
1446,resort #1447,21.8,6.7,3.9,6.0
1447,resort #1448,18.5,8.9,4.4,5.1
1448,resort #1449,0.0,8.3,2.8,4.1
1449,resort #1450,4.3,7.8,4.4,6.7
1450,resort #1451,27.4,5.6,2.8,4.3
1451,resort #1452,4.6,7.8,2.8,5.0
1452,resort #1453,6.1,5.0,2.8,7.6
1453,resort #1454,2.5,5.6,2.2,4.3
1454,resort #1455,5.8,5.0,2.2,1.5
1455,resort #1456,0.0,4.4,0.0,2.5
1456,resort #1457,8.6,4.4,1.7,2.9
1457,resort #1458,1.5,5.0,1.7,1.3
1458,resort #1459,0.0,7.2,0.6,2.6
1459,resort #1460,0.0,5.6,-1.0,3.4
1460,resort #1461,0.0,5.6,-2.1,3.5
